-6.00861e+06,-0.386852,-6.00861e+08,0
-6.00861e+06,-0.386852,-6.00861e+08,0
-6.00861e+06,-0.386852,-6.00861e+08,0
-6.00861e+06,-0.362847,-6.00861e+08,0.0265999
-6.00861e+06,-0.332394,-6.00861e+08,0.0321999
-6.00861e+06,-0.291531,-6.00861e+08,0.0426999
-6.00861e+06,-0.291531,-6.00861e+08,0
-6.00861e+06,-0.244789,-6.00861e+08,0.0482999
-6.00861e+06,-0.195847,-6.00861e+08,0.0503999
-6.00861e+06,-0.145894,-6.00861e+08,0.0510999
-6.00861e+06,-0.094748,-6.00861e+08,0.0517999
-6.00861e+06,-0.041898,-6.00861e+08,0.0531999
-6.00861e+06,-0.041898,-6.00861e+08,0
0.0282436,0.0913755,0.009654,0.1043
0.175395,0.11285,0.00980917,0.021
0.0226781,0.11285,0.0108083,0
0.0236909,0.115152,0.0156026,0.00209999
0.0190773,0.104911,0.0208154,-0.0105
0.0140405,0.087081,0.0251845,-0.0182
0.0108257,0.0701544,0.0287001,-0.0175
0.00913572,0.0475211,0.0157964,-0.0175
0.0100428,0.0493807,0.0166604,0
-0.0210203,-0.0807331,-0.00397489,-0.0238
-0.0225952,-0.097135,-0.00883184,-0.0154
-0.0196461,-0.0975936,-0.0127362,0
-0.00435928,-0.0849409,-0.0136212,0.0133
-0.010019,-0.0493139,-0.0156227,0
0.0104544,-0.0327152,-0.0159431,0.0168
-0.00565423,-0.0301558,-0.00450241,0.00629997
0.141786,-0.0257505,-0.00451222,0.00559998
-0.0120625,-0.0600771,-0.00470771,0
-0.0108644,-0.054035,-0.00574005,0
-0.00915473,-0.0518318,-0.00715382,0.00349998
-0.00779228,-0.0385081,-0.00906655,0
-0.254623,-1.11539,-3.17955,0.0713998
-0.255226,-1.11539,-3.21484,0
-0.255396,-1.11539,-3.23184,0
-0.251416,-1.11172,-3.28893,0.0196
-0.255237,-1.11172,-3.28938,0
-0.251752,-1.10959,-3.34333,0.0175
-0.255491,-1.10959,-3.35733,0
-0.25704,-1.11706,-3.36281,0
-0.247076,-1.10523,-3.39878,0.0258999
-0.245318,-1.08768,-3.45294,0.0335999
-0.249742,-1.07463,-3.48159,0
-0.230009,-1.05245,-3.50577,0.0356999
-0.243749,-1.04298,-3.51528,0
-0.230436,-1.02068,-3.55691,0.0377999
-0.240221,-1.02068,-3.60857,0
0.612794,-0.995652,-3.60903,0.0384999
-0.23931,-1.01576,-3.61576,0
-0.227357,-0.996063,-3.65792,0.0356999
-0.237134,-1.00112,-3.69112,0
-0.2129,-0.98031,-3.7074,0.0335999
-0.238437,-1.00569,-3.72977,0
-0.223747,-0.987587,-3.75719,0.0314999
-0.233076,-0.975866,-3.79026,0
-0.210046,-0.956537,-3.80586,0.0314999
-0.220725,-0.941136,-3.85283,0.0300999
-0.224861,-0.931154,-3.86307,0
-0.21534,-0.915818,-3.89883,0.0265999
-0.214476,-0.901707,-3.94404,0.0265999
-0.221365,-0.909557,-3.94539,0
-0.213996,-0.896633,-3.9887,0.0251999
-0.212576,-0.885116,-4.03282,0.0238
-0.210494,-0.872367,-4.07657,0.0238
-0.215439,-0.871601,-4.11189,0
-0.189356,-0.860071,-4.11997,0.0224
-0.209056,-0.83913,-4.12296,0
-0.209982,-0.843449,-4.1292,0
-0.211161,-0.847854,-4.15905,0
-0.156493,-0.83936,-4.16249,0.0216999
-0.203252,-0.828303,-4.20419,0.0223999
-0.203716,-0.824124,-4.24474,0.0174999
-0.210176,-0.838175,-4.25407,0
-0.20635,-0.837195,-4.28666,0.0153999
-0.210421,-0.837195,-4.2982,0
-0.207134,-0.820413,-4.30511,0
-0.206986,-0.819019,-4.31823,0
-0.193848,-0.817657,-4.32751,0.0146999
-0.20312,-0.812499,-4.36835,0.0153999
-0.204429,-0.803331,-4.37632,0
-0.19864,-0.795519,-4.40817,0.0181999
-0.202957,-0.792634,-4.44299,0
-0.163897,-0.783437,-4.44755,0.0216999
-0.195552,-0.774322,-4.48648,0.0209999
-0.192569,-0.736847,-4.52002,0
-0.144172,-0.728593,-4.52307,0.0195999
-0.185186,-0.718963,-4.55904,0.0209999
-0.196241,-0.751593,-4.59227,0
-0.159743,-0.742658,-4.5966,0.0202999
-0.190803,-0.723987,-4.60057,0
-0.184685,-0.71499,-4.6319,0.0202999
-0.19198,-0.727088,-4.65622,0
-0.178553,-0.719478,-4.66836,0.0202999
-0.190941,-0.719478,-4.70456,0
0.471216,-0.710553,-4.70479,0.0209999
-0.181535,-0.672352,-4.70646,0
-0.186961,-0.698267,-4.73078,0
-0.16948,-0.691499,-4.73914,0.0195999
-0.18536,-0.688716,-4.76167,0
-0.171778,-0.681045,-4.77343,0.0209999
-0.178445,-0.672138,-4.80709,0.0202999
-0.178346,-0.650048,-4.83365,0
-0.156933,-0.644723,-4.83962,0.0188999
-0.173074,-0.622775,-4.85185,0
-0.165811,-0.615851,-4.87034,0.0181999
-0.166537,-0.607576,-4.90025,0.0195999
-0.174328,-0.625574,-4.92133,0
-0.160558,-0.616283,-4.93174,0.0202999
-0.167659,-0.609717,-4.96232,0.0195999
-0.17952,-0.648697,-4.97801,0
-0.170106,-0.642038,-4.99437,0.0209999
-0.178461,-0.642038,-5.00531,0
-0.17012,-0.632632,-5.02655,0.0223999
-0.161479,-0.556053,-5.02681,0
-0.164476,-0.570367,-5.04024,0
-0.156404,-0.56807,-5.05459,0.0195999
-0.166346,-0.577995,-5.07465,0
-0.147631,-0.563603,-5.08332,0.0244999
0.243205,1.19056,0.0592493,0.0223999
0.241749,1.19725,0.120641,0.00559998
0.232597,1.17702,0.178107,-0.0223999
0.238907,1.18444,0.201857,0
0.225558,1.15981,0.236127,-0.0258999
0.235311,1.16329,0.265378,0
0.23476,1.15995,0.277018,0
0.209164,1.13303,0.293366,-0.0294
0.218494,1.10573,0.348826,-0.0308
0.213819,1.07892,0.403004,-0.0301
0.216478,1.0621,0.405772,0
0.216724,1.06095,0.453373,0
0.0903528,1.0349,0.455883,-0.0293999
0.200566,1.00761,0.506277,-0.0300999
0.197202,0.984479,0.554911,-0.0258999
0.200558,0.973886,0.578094,0
0.18662,0.951338,0.603541,-0.0258999
0.187848,0.930374,0.650355,-0.0237999
0.194333,0.938448,0.664285,0
0.19624,0.947398,0.676,0
0.180999,0.925565,0.696468,-0.0244999
0.19344,0.930542,0.733153,0
0.166556,0.909861,0.742633,-0.0237999
0.180883,0.888829,0.787128,-0.0237999
0.184345,0.881987,0.79476,0
0.185867,0.888135,0.824003,0
0.153878,0.866525,0.831656,-0.0244999
0.173358,0.846271,0.873833,-0.0230999
0.178148,0.846271,0.889354,0
0.177246,0.840625,0.912129,0
0.113757,0.8189,0.91552,-0.0244999
0.164728,0.798816,0.9557,-0.0230999
0.170686,0.805154,0.96556,0
0.169218,0.797634,0.969087,0
0.16029,0.781146,0.99508,-0.0195999
0.158646,0.762932,1.03263,-0.0209999
0.163297,0.762932,1.07105,0
-0.213956,0.744108,1.07148,-0.0216999
0.15959,0.744335,1.07232,0
0.16047,0.746945,1.10805,0
-0.0105725,0.731175,1.10884,-0.0181999
0.151672,0.717607,1.14397,-0.0160999
0.157581,0.729406,1.16996,0
0.171277,0.747873,1.18107,0.0146999
0.160688,0.74261,1.21662,0
0.0714551,0.729692,1.21792,-0.0153999
0.157739,0.727033,1.23329,0
0.146562,0.706837,1.25351,-0.0209999
0.154258,0.706837,1.28907,0
-0.278456,0.69408,1.28932,-0.0153999
0.152198,0.694891,1.32195,0
0.0611447,0.675953,1.32357,-0.021
0.148766,0.675953,1.35757,0
-0.638423,0.656072,1.35776,-0.0224
0.144243,0.652616,1.37199,0
0.144129,0.651173,1.38944,0
-0.0116128,0.631224,1.39037,-0.0224
0.132563,0.612861,1.42089,-0.021
0.137792,0.616633,1.44651,0
0.161464,0.636189,1.45193,0.0168
0.135189,0.620202,1.48262,-0.0182
0.138048,0.61585,1.48776,0
0.127965,0.592758,1.51247,-0.0238
0.133088,0.5889,1.53077,0
0.116863,0.567947,1.54157,-0.0231
0.121236,0.548335,1.57035,-0.0217
0.124288,0.542572,1.57737,0
0.124311,0.542572,1.57971,0
0.114617,0.525096,1.5959,-0.0196
0.123232,0.536062,1.60192,0
0.113343,0.515381,1.62192,-0.0231
0.11132,0.496026,1.64665,-0.0217
0.115803,0.496528,1.64971,0
0.11582,0.496033,1.66138,0
0.100376,0.475999,1.67063,-0.0224
0.102767,0.453488,1.69347,-0.0245
0.108051,0.455069,1.70375,0
0.0957532,0.434426,1.71585,-0.0231
0.0948606,0.412103,1.73636,-0.0245
0.1006,0.415329,1.75344,0
0.0694865,0.393368,1.75694,-0.0238
0.0960678,0.391553,1.77572,0
-0.0339357,0.3698,1.77642,-0.0238
0.0824311,0.346862,1.79383,-0.0245
0.0855866,0.338183,1.79501,0
0.0873613,0.346688,1.80237,0
0.0958021,0.36192,1.81145,0.0132999
0.0842607,0.34676,1.82869,-0.0168
0.0864761,0.340719,1.83323,0
0.0754973,0.317475,1.84495,-0.0238
0.0745395,0.299455,1.85981,-0.0196
0.0804163,0.309006,1.86152,0
0.0710305,0.287243,1.87437,-0.0231
0.0740764,0.276548,1.87667,0
0.0636774,0.253341,1.88725,-0.0245
0.0697938,0.254183,1.89573,0
0.0541879,0.23595,1.89959,-0.0196
0.0661117,0.235015,1.91088,0
-0.073135,0.213868,1.91123,-0.0224
0.052664,0.191109,1.92078,-0.0238
0.058832,0.198024,1.92272,0
0.0660559,0.214593,1.93136,0.0154
0.0622763,0.214593,1.93578,0
0.0538085,0.199357,1.94164,-0.0161
0.0607126,0.206251,1.94625,0
0.0474747,0.182784,1.95131,-0.0238
0.0544774,0.174807,1.9516,0
0.0541874,0.173165,1.95543,0
0.0420706,0.153017,1.95939,-0.0209999
0.0406385,0.12921,1.9659,-0.0245
0.044571,0.124347,1.97017,0
0.0248392,0.101115,1.97176,-0.0238
